"country","eu","order","item","option","year","val"
"Литва","new","9","Відсотки за борг","deb","2010","2"
"Литва","new","9","Всього","ttl","2010","39.2"
"Литва","new","9","Державна служба","cle","2010","2.6"
"Литва","new","9","Дороги і ЖКГ","hou","2010","2.2"
"Литва","new","9","Медицина","med","2010","5.9"
"Литва","new","9","Освіта","edu","2010","6.4"
"Литва","new","9","Пенсії","old","2010","0.6"
"Литва","new","9","Соціальний захист","soc","2010","3"
"Литва","new","9","Безпека і оборона","def","2011","2.9"
"Литва","new","9","Відсотки за борг","deb","2011","1.9"
"Литва","new","9","Всього","ttl","2011","39.5"
"Литва","new","9","Державна служба","cle","2011","6.5"
"Литва","new","9","Дороги і ЖКГ","hou","2011","1.9"
"Литва","new","9","Медицина","med","2011","5.3"
"Литва","new","9","Освіта","edu","2011","6.1"
"Литва","new","9","Пенсії","old","2011","0.6"
"Литва","new","9","Соціальний захист","soc","2011","2.9"
"Литва","new","9","Безпека і оборона","def","2012","2.8"
"Литва","new","9","Відсотки за борг","deb","2012","2.1"
"Литва","new","9","Всього","ttl","2012","33"
"Литва","new","9","Державна служба","cle","2012","2.3"
"Литва","new","9","Дороги і ЖКГ","hou","2012","1.6"
"Литва","new","9","Медицина","med","2012","4.6"
"Литва","new","9","Освіта","edu","2012","5.8"
"Литва","new","9","Пенсії","old","2012","0.6"
"Литва","new","9","Соціальний захист","soc","2012","2.6"
"Литва","new","9","Безпека і оборона","def","2013","2.7"
"Литва","new","9","Відсотки за борг","deb","2013","1.9"
"Литва","new","9","Всього","ttl","2013","32.2"
"Литва","new","9","Державна служба","cle","2013","3.4"
"Литва","new","9","Дороги і ЖКГ","hou","2013","1.5"
"Литва","new","9","Медицина","med","2013","4.3"
"Литва","new","9","Освіта","edu","2013","5.6"
"Литва","new","9","Пенсії","old","2013","0.6"
"Литва","new","9","Соціальний захист","soc","2013","2.5"
"Литва","new","9","Безпека і оборона","def","2014","2.8"
"Литва","new","9","Відсотки за борг","deb","2014","1.8"
"Литва","new","9","Всього","ttl","2014","30.8"
"Литва","new","9","Державна служба","cle","2014","2.8"
"Литва","new","9","Дороги і ЖКГ","hou","2014","1.5"
"Литва","new","9","Медицина","med","2014","4.3"
"Литва","new","9","Освіта","edu","2014","5.4"
"Литва","new","9","Пенсії","old","2014","0.7"
"Литва","new","9","Соціальний захист","soc","2014","2.3"
"Польща","new","12","Безпека і оборона","def","1995",""
"Польща","new","12","Відсотки за борг","deb","1995",""
"Польща","new","12","Всього","ttl","1995",""
"Польща","new","12","Державна служба","cle","1995",""
"Польща","new","12","Дороги і ЖКГ","hou","1995",""
"Польща","new","12","Медицина","med","1995",""
"Польща","new","12","Освіта","edu","1995",""
"Польща","new","12","Пенсії","old","1995",""
"Польща","new","12","Соціальний захист","soc","1995",""
"Польща","new","12","Безпека і оборона","def","1996",""
"Польща","new","12","Відсотки за борг","deb","1996",""
"Польща","new","12","Всього","ttl","1996",""
"Польща","new","12","Державна служба","cle","1996",""
"Польща","new","12","Дороги і ЖКГ","hou","1996",""
"Польща","new","12","Медицина","med","1996",""
"Польща","new","12","Освіта","edu","1996",""
"Польща","new","12","Пенсії","old","1996",""
"Польща","new","12","Соціальний захист","soc","1996",""
"Польща","new","12","Безпека і оборона","def","1997",""
"Польща","new","12","Відсотки за борг","deb","1997",""
"Польща","new","12","Всього","ttl","1997",""
"Польща","new","12","Державна служба","cle","1997",""
"Польща","new","12","Дороги і ЖКГ","hou","1997",""
"Польща","new","12","Медицина","med","1997",""
"Польща","new","12","Освіта","edu","1997",""
"Польща","new","12","Пенсії","old","1997",""
"Польща","new","12","Соціальний захист","soc","1997",""
"Польща","new","12","Безпека і оборона","def","1998",""
"Польща","new","12","Відсотки за борг","deb","1998",""
"Польща","new","12","Всього","ttl","1998",""
"Польща","new","12","Державна служба","cle","1998",""
"Польща","new","12","Дороги і ЖКГ","hou","1998",""
"Польща","new","12","Медицина","med","1998",""
"Польща","new","12","Освіта","edu","1998",""
"Польща","new","12","Пенсії","old","1998",""
"Польща","new","12","Соціальний захист","soc","1998",""
"Польща","new","12","Безпека і оборона","def","1999",""
"Польща","new","12","Відсотки за борг","deb","1999",""
"Польща","new","12","Всього","ttl","1999",""
"Польща","new","12","Державна служба","cle","1999",""
"Польща","new","12","Дороги і ЖКГ","hou","1999",""
"Польща","new","12","Медицина","med","1999",""
"Польща","new","12","Освіта","edu","1999",""
"Польща","new","12","Пенсії","old","1999",""
"Польща","new","12","Соціальний захист","soc","1999",""
"Польща","new","12","Безпека і оборона","def","2000",""
"Польща","new","12","Відсотки за борг","deb","2000",""
"Польща","new","12","Всього","ttl","2000",""
"Польща","new","12","Державна служба","cle","2000",""
"Польща","new","12","Дороги і ЖКГ","hou","2000",""
"Польща","new","12","Медицина","med","2000",""
"Польща","new","12","Освіта","edu","2000",""
"Польща","new","12","Пенсії","old","2000",""
"Польща","new","12","Соціальний захист","soc","2000",""
"Польща","new","12","Безпека і оборона","def","2001",""
"Польща","new","12","Відсотки за борг","deb","2001",""
"Польща","new","12","Всього","ttl","2001",""
"Польща","new","12","Державна служба","cle","2001",""
"Польща","new","12","Дороги і ЖКГ","hou","2001",""
"Польща","new","12","Медицина","med","2001",""
"Польща","new","12","Освіта","edu","2001",""
"Польща","new","12","Пенсії","old","2001",""
"Польща","new","12","Соціальний захист","soc","2001",""
"Польща","new","12","Безпека і оборона","def","2002","3.7"
"Польща","new","12","Відсотки за борг","deb","2002","2.8"
"Польща","new","12","Всього","ttl","2002","40.1"
"Польща","new","12","Державна служба","cle","2002","3.7"
"Польща","new","12","Дороги і ЖКГ","hou","2002","3.7"
"Польща","new","12","Медицина","med","2002","3"
"Польща","new","12","Освіта","edu","2002","9.8"
"Польща","new","12","Пенсії","old","2002","4.4"
"Польща","new","12","Соціальний захист","soc","2002","4.9"
"Польща","new","12","Безпека і оборона","def","2003","3.9"
"Польща","new","12","Відсотки за борг","deb","2003","3.1"
"Польща","new","12","Всього","ttl","2003","40.8"
"Польща","new","12","Державна служба","cle","2003","4"
"Польща","new","12","Дороги і ЖКГ","hou","2003","3.9"
"Польща","new","12","Медицина","med","2003","2.9"
"Польща","new","12","Освіта","edu","2003","9.8"
"Польща","new","12","Пенсії","old","2003","4.4"
"Польща","new","12","Соціальний захист","soc","2003","4.8"
"Польща","new","12","Безпека і оборона","def","2004","3.8"
"Польща","new","12","Відсотки за борг","deb","2004","2.8"
"Польща","new","12","Всього","ttl","2004","38.8"
"Польща","new","12","Державна служба","cle","2004","3.9"
"Польща","new","12","Дороги і ЖКГ","hou","2004","3.5"
"Польща","new","12","Медицина","med","2004","2.9"
"Польща","new","12","Освіта","edu","2004","9.2"
"Польща","new","12","Пенсії","old","2004","4.4"
"Польща","new","12","Соціальний захист","soc","2004","4.2"
"Польща","new","12","Безпека і оборона","def","2005","3.9"
"Польща","new","12","Відсотки за борг","deb","2005","2.5"
"Польща","new","12","Всього","ttl","2005","38.7"
"Польща","new","12","Державна служба","cle","2005","3.5"
"Польща","new","12","Дороги і ЖКГ","hou","2005","3.9"
"Польща","new","12","Медицина","med","2005","3.1"
"Польща","new","12","Освіта","edu","2005","9.1"
"Польща","new","12","Пенсії","old","2005","4.4"
"Польща","new","12","Соціальний захист","soc","2005","4.3"
"Польща","new","12","Безпека і оборона","def","2006","4.2"
"Польща","new","12","Відсотки за борг","deb","2006","2.4"
"Польща","new","12","Всього","ttl","2006","39.5"
"Польща","new","12","Державна служба","cle","2006","3.5"
"Польща","new","12","Дороги і ЖКГ","hou","2006","4"
"Польща","new","12","Медицина","med","2006","3.3"
"Польща","new","12","Освіта","edu","2006","9.1"
"Польща","new","12","Пенсії","old","2006","4.2"
"Польща","new","12","Соціальний захист","soc","2006","4.5"
"Польща","new","12","Безпека і оборона","def","2007","4.4"
"Польща","new","12","Відсотки за борг","deb","2007","2.2"
"Польща","new","12","Всього","ttl","2007","38.9"
"Польща","new","12","Державна служба","cle","2007","3.3"
"Польща","new","12","Дороги і ЖКГ","hou","2007","4.2"
"Польща","new","12","Медицина","med","2007","3.2"
"Польща","new","12","Освіта","edu","2007","8.7"
"Польща","new","12","Пенсії","old","2007","4"
"Польща","new","12","Соціальний захист","soc","2007","4.4"
"Польща","new","12","Безпека і оборона","def","2008","4.4"
"Польща","new","12","Відсотки за борг","deb","2008","2.2"
"Польща","new","12","Всього","ttl","2008","40.4"
"Польща","new","12","Державна служба","cle","2008","3.1"
"Польща","new","12","Дороги і ЖКГ","hou","2008","4.5"
"Польща","new","12","Медицина","med","2008","3.5"
"Польща","new","12","Освіта","edu","2008","8.7"
"Польща","new","12","Пенсії","old","2008","4.4"
"Польща","new","12","Соціальний захист","soc","2008","4.5"
"Польща","new","12","Безпека і оборона","def","2009","4.1"
"Польща","new","12","Відсотки за борг","deb","2009","2.5"
"Польща","new","12","Всього","ttl","2009","40.7"
"Польща","new","12","Державна служба","cle","2009","3.2"
"Польща","new","12","Дороги і ЖКГ","hou","2009","5.2"
"Польща","new","12","Медицина","med","2009","3.5"
"Польща","new","12","Освіта","edu","2009","7.8"
"Польща","new","12","Пенсії","old","2009","4.8"
"Польща","new","12","Соціальний захист","soc","2009","4.7"
"Польща","new","12","Безпека і оборона","def","2010","4.1"
"Польща","new","12","Відсотки за борг","deb","2010","2.5"
"Польща","new","12","Всього","ttl","2010","42.3"
"Польща","new","12","Державна служба","cle","2010","3.3"
"Польща","new","12","Дороги і ЖКГ","hou","2010","5.4"
"Польща","new","12","Медицина","med","2010","3.5"
"Польща","new","12","Освіта","edu","2010","8"
"Польща","new","12","Пенсії","old","2010","5.5"
"Польща","new","12","Соціальний захист","soc","2010","5"
"Польща","new","12","Безпека і оборона","def","2011","4"
"Польща","new","12","Відсотки за борг","deb","2011","2.6"
"Польща","new","12","Всього","ttl","2011","39.6"
"Польща","new","12","Державна служба","cle","2011","3.1"
"Польща","new","12","Дороги і ЖКГ","hou","2011","5.3"
"Польща","new","12","Медицина","med","2011","3.3"
"Польща","new","12","Освіта","edu","2011","7.9"
"Польща","new","12","Пенсії","old","2011","4.6"
"Польща","new","12","Соціальний захист","soc","2011","4.5"
"Польща","new","12","Безпека і оборона","def","2012","3.9"
"Польща","new","12","Відсотки за борг","deb","2012","2.7"
"Польща","new","12","Всього","ttl","2012","37.8"
"Польща","new","12","Державна служба","cle","2012","3.1"
"Польща","new","12","Дороги і ЖКГ","hou","2012","4.4"
"Польща","new","12","Медицина","med","2012","3.2"
"Польща","new","12","Освіта","edu","2012","7.8"
"Польща","new","12","Пенсії","old","2012","4.3"
"Польща","new","12","Соціальний захист","soc","2012","4.3"
"Польща","new","12","Безпека і оборона","def","2013","4.1"
"Польща","new","12","Відсотки за борг","deb","2013","2.6"
"Польща","new","12","Всього","ttl","2013","37"
"Польща","new","12","Державна служба","cle","2013","3.3"
"Польща","new","12","Дороги і ЖКГ","hou","2013","3.8"
"Польща","new","12","Медицина","med","2013","3.3"
"Польща","new","12","Освіта","edu","2013","7.7"
"Польща","new","12","Пенсії","old","2013","4.2"
"Польща","new","12","Соціальний захист","soc","2013","4.3"
"Польща","new","12","Безпека і оборона","def","2014","3.9"
"Польща","new","12","Відсотки за борг","deb","2014","2"
"Польща","new","12","Всього","ttl","2014","36"
"Польща","new","12","Державна служба","cle","2014","3.3"
"Польща","new","12","Дороги і ЖКГ","hou","2014","4.3"
"Польща","new","12","Медицина","med","2014","3.2"
"Польща","new","12","Освіта","edu","2014","7.7"
"Польща","new","12","Пенсії","old","2014","3.6"
"Польща","new","12","Соціальний захист","soc","2014","3.9"
"Румунія","new","13","Безпека і оборона","def","1995","3.7"
"Румунія","new","13","Відсотки за борг","deb","1995",""
"Румунія","new","13","Всього","ttl","1995","27.9"
"Румунія","new","13","Державна служба","cle","1995",""
"Румунія","new","13","Дороги і ЖКГ","hou","1995","1.8"
"Румунія","new","13","Медицина","med","1995","2"
"Румунія","new","13","Освіта","edu","1995","3.3"
"Румунія","new","13","Пенсії","old","1995",""
"Румунія","new","13","Соціальний захист","soc","1995",""
"Румунія","new","13","Безпека і оборона","def","1996","3.9"
"Румунія","new","13","Відсотки за борг","deb","1996",""
"Румунія","new","13","Всього","ttl","1996","27.9"
"Румунія","new","13","Державна служба","cle","1996",""
"Румунія","new","13","Дороги і ЖКГ","hou","1996","1.9"
"Румунія","new","13","Медицина","med","1996","1.9"
"Румунія","new","13","Освіта","edu","1996","3.6"
"Румунія","new","13","Пенсії","old","1996",""
"Румунія","new","13","Соціальний захист","soc","1996",""
"Румунія","new","13","Безпека і оборона","def","1997","3.8"
"Румунія","new","13","Відсотки за борг","deb","1997",""
"Румунія","new","13","Всього","ttl","1997","28.7"
"Румунія","new","13","Державна служба","cle","1997",""
"Румунія","new","13","Дороги і ЖКГ","hou","1997","2.8"
"Румунія","new","13","Медицина","med","1997","1.6"
"Румунія","new","13","Освіта","edu","1997","3.1"
"Румунія","new","13","Пенсії","old","1997",""
"Румунія","new","13","Соціальний захист","soc","1997",""
"Румунія","new","13","Безпека і оборона","def","1998","1.4"
"Румунія","new","13","Відсотки за борг","deb","1998",""
"Румунія","new","13","Всього","ttl","1998","26.8"
"Румунія","new","13","Державна служба","cle","1998",""
"Румунія","new","13","Дороги і ЖКГ","hou","1998","1.7"
"Румунія","new","13","Медицина","med","1998","1"
"Румунія","new","13","Освіта","edu","1998","4"
"Румунія","new","13","Пенсії","old","1998",""
"Румунія","new","13","Соціальний захист","soc","1998",""
"Румунія","new","13","Безпека і оборона","def","1999","3.5"
"Румунія","new","13","Відсотки за борг","deb","1999",""
"Румунія","new","13","Всього","ttl","1999","31.4"
"Румунія","new","13","Державна служба","cle","1999",""
"Румунія","new","13","Дороги і ЖКГ","hou","1999","1.8"
"Румунія","new","13","Медицина","med","1999","3.6"
"Румунія","new","13","Освіта","edu","1999","3.1"
"Румунія","new","13","Пенсії","old","1999",""
"Румунія","new","13","Соціальний захист","soc","1999",""
"Румунія","new","13","Безпека і оборона","def","2000","4.5"
"Румунія","new","13","Відсотки за борг","deb","2000",""
"Румунія","new","13","Всього","ttl","2000","32.1"
"Румунія","new","13","Державна служба","cle","2000",""
"Румунія","new","13","Дороги і ЖКГ","hou","2000","1.8"
"Румунія","new","13","Медицина","med","2000","3.3"
"Румунія","new","13","Освіта","edu","2000","3.1"
"Румунія","new","13","Пенсії","old","2000",""
"Румунія","new","13","Соціальний захист","soc","2000",""
"Румунія","new","13","Безпека і оборона","def","2001","3.5"
"Румунія","new","13","Відсотки за борг","deb","2001",""
"Румунія","new","13","Всього","ttl","2001","32.4"
"Румунія","new","13","Державна служба","cle","2001",""
"Румунія","new","13","Дороги і ЖКГ","hou","2001","1.7"
"Румунія","new","13","Медицина","med","2001","3.1"
"Румунія","new","13","Освіта","edu","2001","3.7"
"Румунія","new","13","Пенсії","old","2001",""
"Румунія","new","13","Соціальний захист","soc","2001",""
"Румунія","new","13","Безпека і оборона","def","2002","4.2"
"Румунія","new","13","Відсотки за борг","deb","2002",""
"Румунія","new","13","Всього","ttl","2002","31.6"
"Румунія","new","13","Державна служба","cle","2002",""
"Румунія","new","13","Дороги і ЖКГ","hou","2002","2"
"Румунія","new","13","Медицина","med","2002","3.1"
"Румунія","new","13","Освіта","edu","2002","4"
"Румунія","new","13","Пенсії","old","2002",""
"Румунія","new","13","Соціальний захист","soc","2002",""
"Румунія","new","13","Безпека і оборона","def","2003","4.4"
"Румунія","new","13","Відсотки за борг","deb","2003",""
"Румунія","new","13","Всього","ttl","2003","31.4"
"Румунія","new","13","Державна служба","cle","2003",""
"Румунія","new","13","Дороги і ЖКГ","hou","2003","2.5"
"Румунія","new","13","Медицина","med","2003","2.6"
"Румунія","new","13","Освіта","edu","2003","3.5"
"Румунія","new","13","Пенсії","old","2003",""
"Румунія","new","13","Соціальний захист","soc","2003",""
"Румунія","new","13","Безпека і оборона","def","2004","4.1"
"Румунія","new","13","Відсотки за борг","deb","2004",""
"Румунія","new","13","Всього","ttl","2004","31.6"
"Румунія","new","13","Державна служба","cle","2004",""
"Румунія","new","13","Дороги і ЖКГ","hou","2004","2.5"
"Румунія","new","13","Медицина","med","2004","2.4"
"Румунія","new","13","Освіта","edu","2004","3.6"
"Румунія","new","13","Пенсії","old","2004",""
"Румунія","new","13","Соціальний захист","soc","2004",""
"Румунія","new","13","Безпека і оборона","def","2005","4.8"
"Румунія","new","13","Відсотки за борг","deb","2005",""
"Румунія","new","13","Всього","ttl","2005","31.6"
"Румунія","new","13","Державна служба","cle","2005",""
"Румунія","new","13","Дороги і ЖКГ","hou","2005","1.3"
"Румунія","new","13","Медицина","med","2005","2.2"
"Румунія","new","13","Освіта","edu","2005","3.6"
"Румунія","new","13","Пенсії","old","2005",""
"Румунія","new","13","Соціальний захист","soc","2005",""
"Румунія","new","13","Безпека і оборона","def","2006","4.7"
"Румунія","new","13","Відсотки за борг","deb","2006",""
"Румунія","new","13","Всього","ttl","2006","35.2"
"Румунія","new","13","Державна служба","cle","2006",""
"Румунія","new","13","Дороги і ЖКГ","hou","2006","1.5"
"Румунія","new","13","Медицина","med","2006","2.1"
"Румунія","new","13","Освіта","edu","2006","4.1"
"Румунія","new","13","Пенсії","old","2006",""
"Румунія","new","13","Соціальний захист","soc","2006",""
"Румунія","new","13","Безпека і оборона","def","2007","4.2"
"Румунія","new","13","Відсотки за борг","deb","2007",""
"Румунія","new","13","Всього","ttl","2007","38.7"
"Румунія","new","13","Державна служба","cle","2007",""
"Румунія","new","13","Дороги і ЖКГ","hou","2007","1.6"
"Румунія","new","13","Медицина","med","2007","2.7"
"Румунія","new","13","Освіта","edu","2007","4.3"
"Румунія","new","13","Пенсії","old","2007",""
"Румунія","new","13","Соціальний захист","soc","2007",""
"Румунія","new","13","Безпека і оборона","def","2008","3.7"
"Румунія","new","13","Відсотки за борг","deb","2008",""
"Румунія","new","13","Всього","ttl","2008","38.4"
"Румунія","new","13","Державна служба","cle","2008",""
"Румунія","new","13","Дороги і ЖКГ","hou","2008","1.3"
"Румунія","new","13","Медицина","med","2008","2.7"
"Румунія","new","13","Освіта","edu","2008","4.5"
"Румунія","new","13","Пенсії","old","2008",""
"Румунія","new","13","Соціальний захист","soc","2008",""
"Румунія","new","13","Безпека і оборона","def","2009","3.6"
"Румунія","new","13","Відсотки за борг","deb","2009","1.6"
"Румунія","new","13","Всього","ttl","2009","39.2"
"Румунія","new","13","Державна служба","cle","2009","2.7"
"Румунія","new","13","Дороги і ЖКГ","hou","2009","5.6"
"Румунія","new","13","Медицина","med","2009","2.7"
"Румунія","new","13","Освіта","edu","2009","4"
"Румунія","new","13","Пенсії","old","2009","2.1"
"Румунія","new","13","Соціальний захист","soc","2009","3.4"
"Румунія","new","13","Безпека і оборона","def","2010","3.8"
"Румунія","new","13","Відсотки за борг","deb","2010","1.6"
"Румунія","new","13","Всього","ttl","2010","38.7"
"Румунія","new","13","Державна служба","cle","2010","2.9"
"Румунія","new","13","Дороги і ЖКГ","hou","2010","5.2"
"Румунія","new","13","Медицина","med","2010","2.9"
"Румунія","new","13","Освіта","edu","2010","3.3"
"Румунія","new","13","Пенсії","old","2010","2.1"
"Румунія","new","13","Соціальний захист","soc","2010","3.5"
"Румунія","new","13","Безпека і оборона","def","2011","3"
"Румунія","new","13","Відсотки за борг","deb","2011","1.8"
"Румунія","new","13","Всього","ttl","2011","37.5"
"Румунія","new","13","Державна служба","cle","2011","3.1"
"Румунія","new","13","Дороги і ЖКГ","hou","2011","5.1"
"Румунія","new","13","Медицина","med","2011","2.5"
"Румунія","new","13","Освіта","edu","2011","4"
"Румунія","new","13","Пенсії","old","2011","1.6"
"Румунія","new","13","Соціальний захист","soc","2011","2.7"
"Румунія","new","13","Безпека і оборона","def","2012","2.9"
"Румунія","new","13","Відсотки за борг","deb","2012","1.8"
"Румунія","new","13","Всього","ttl","2012","34.5"
"Румунія","new","13","Державна служба","cle","2012","3.2"
"Румунія","new","13","Дороги і ЖКГ","hou","2012","6.1"
"Румунія","new","13","Медицина","med","2012","2.6"
"Румунія","new","13","Освіта","edu","2012","3"
"Румунія","new","13","Пенсії","old","2012","1.4"
"Румунія","new","13","Соціальний захист","soc","2012","2.7"
"Румунія","new","13","Безпека і оборона","def","2013","3"
"Румунія","new","13","Відсотки за борг","deb","2013","1.8"
"Румунія","new","13","Всього","ttl","2013","34"
"Румунія","new","13","Державна служба","cle","2013","3.3"
"Румунія","new","13","Дороги і ЖКГ","hou","2013","5"
"Румунія","new","13","Медицина","med","2013","2.5"
"Румунія","new","13","Освіта","edu","2013","2.8"
"Румунія","new","13","Пенсії","old","2013","1.3"
"Румунія","new","13","Соціальний захист","soc","2013","2.4"
"Румунія","new","13","Безпека і оборона","def","2014","2.9"
"Румунія","new","13","Відсотки за борг","deb","2014","1.7"
"Румунія","new","13","Всього","ttl","2014","34"
"Румунія","new","13","Державна служба","cle","2014","3"
"Румунія","new","13","Дороги і ЖКГ","hou","2014","5.5"
"Румунія","new","13","Медицина","med","2014","2.5"
"Румунія","new","13","Освіта","edu","2014","3"
"Румунія","new","13","Пенсії","old","2014","1.5"
"Румунія","new","13","Соціальний захист","soc","2014","2.3"
"Фінляндія","old","17","Безпека і оборона","def","1995","3.2"
"Фінляндія","old","17","Відсотки за борг","deb","1995",""
"Фінляндія","old","17","Всього","ttl","1995","57.2"
"Фінляндія","old","17","Державна служба","cle","1995",""
"Фінляндія","old","17","Дороги і ЖКГ","hou","1995","0.7"
"Фінляндія","old","17","Медицина","med","1995","8.5"
"Фінляндія","old","17","Освіта","edu","1995","8.9"
"Фінляндія","old","17","Пенсії","old","1995",""
"Фінляндія","old","17","Соціальний захист","soc","1995",""
"Фінляндія","old","17","Безпека і оборона","def","1996","3.3"
"Фінляндія","old","17","Відсотки за борг","deb","1996",""
"Фінляндія","old","17","Всього","ttl","1996","54.5"
"Фінляндія","old","17","Державна служба","cle","1996",""
"Фінляндія","old","17","Дороги і ЖКГ","hou","1996","0.8"
"Фінляндія","old","17","Медицина","med","1996","8.1"
"Фінляндія","old","17","Освіта","edu","1996","8.7"
"Фінляндія","old","17","Пенсії","old","1996",""
"Фінляндія","old","17","Соціальний захист","soc","1996",""
"Фінляндія","old","17","Безпека і оборона","def","1997","3.1"
"Фінляндія","old","17","Відсотки за борг","deb","1997",""
"Фінляндія","old","17","Всього","ttl","1997","50.4"
"Фінляндія","old","17","Державна служба","cle","1997",""
"Фінляндія","old","17","Дороги і ЖКГ","hou","1997","0.6"
"Фінляндія","old","17","Медицина","med","1997","7.4"
"Фінляндія","old","17","Освіта","edu","1997","8"
"Фінляндія","old","17","Пенсії","old","1997",""
"Фінляндія","old","17","Соціальний захист","soc","1997",""
"Фінляндія","old","17","Безпека і оборона","def","1998","2.9"
"Фінляндія","old","17","Відсотки за борг","deb","1998",""
"Фінляндія","old","17","Всього","ttl","1998","46.9"
"Фінляндія","old","17","Державна служба","cle","1998",""
"Фінляндія","old","17","Дороги і ЖКГ","hou","1998","0.5"
"Фінляндія","old","17","Медицина","med","1998","6.9"
"Фінляндія","old","17","Освіта","edu","1998","7.6"
"Фінляндія","old","17","Пенсії","old","1998",""
"Фінляндія","old","17","Соціальний захист","soc","1998",""
"Фінляндія","old","17","Безпека і оборона","def","1999","2.9"
"Фінляндія","old","17","Відсотки за борг","deb","1999",""
"Фінляндія","old","17","Всього","ttl","1999","45.3"
"Фінляндія","old","17","Державна служба","cle","1999",""
"Фінляндія","old","17","Дороги і ЖКГ","hou","1999","0.4"
"Фінляндія","old","17","Медицина","med","1999","6.6"
"Фінляндія","old","17","Освіта","edu","1999","7.3"
"Фінляндія","old","17","Пенсії","old","1999",""
"Фінляндія","old","17","Соціальний захист","soc","1999",""
"Фінляндія","old","17","Безпека і оборона","def","2000","2.8"
"Фінляндія","old","17","Відсотки за борг","deb","2000",""
"Фінляндія","old","17","Всього","ttl","2000","43"
"Фінляндія","old","17","Державна служба","cle","2000",""
"Фінляндія","old","17","Дороги і ЖКГ","hou","2000","0.4"
"Фінляндія","old","17","Медицина","med","2000","6.6"
"Фінляндія","old","17","Освіта","edu","2000","7.2"
"Фінляндія","old","17","Пенсії","old","2000",""
"Фінляндія","old","17","Соціальний захист","soc","2000",""
"Фінляндія","old","17","Безпека і оборона","def","2001","2.6"
"Фінляндія","old","17","Відсотки за борг","deb","2001","3.1"
"Фінляндія","old","17","Всього","ttl","2001","42.1"
"Фінляндія","old","17","Державна служба","cle","2001","4.9"
"Фінляндія","old","17","Дороги і ЖКГ","hou","2001","2.3"
"Фінляндія","old","17","Медицина","med","2001","6.7"
"Фінляндія","old","17","Освіта","edu","2001","7.4"
"Фінляндія","old","17","Пенсії","old","2001","3.4"
"Фінляндія","old","17","Соціальний захист","soc","2001","7.3"
"Фінляндія","old","17","Безпека і оборона","def","2002","2.5"
"Фінляндія","old","17","Відсотки за борг","deb","2002","2.3"
"Фінляндія","old","17","Всього","ttl","2002","43.7"
"Фінляндія","old","17","Державна служба","cle","2002","5"
"Фінляндія","old","17","Дороги і ЖКГ","hou","2002","2.5"
"Фінляндія","old","17","Медицина","med","2002","7"
"Фінляндія","old","17","Освіта","edu","2002","7.6"
"Фінляндія","old","17","Пенсії","old","2002","3.5"
"Фінляндія","old","17","Соціальний захист","soc","2002","7.8"
"Фінляндія","old","17","Безпека і оборона","def","2003","2.8"
"Фінляндія","old","17","Відсотки за борг","deb","2003","2.1"
"Фінляндія","old","17","Всього","ttl","2003","44.6"
"Фінляндія","old","17","Державна служба","cle","2003","5.3"
"Фінляндія","old","17","Дороги і ЖКГ","hou","2003","2.4"
"Фінляндія","old","17","Медицина","med","2003","7.4"
"Фінляндія","old","17","Освіта","edu","2003","7.8"
"Фінляндія","old","17","Пенсії","old","2003","3.4"
"Фінляндія","old","17","Соціальний захист","soc","2003","8.1"
"Фінляндія","old","17","Безпека і оборона","def","2004","2.7"
"Фінляндія","old","17","Відсотки за борг","deb","2004","1.9"
"Фінляндія","old","17","Всього","ttl","2004","44.6"
"Фінляндія","old","17","Державна служба","cle","2004","5.4"
"Фінляндія","old","17","Дороги і ЖКГ","hou","2004","2.4"
"Фінляндія","old","17","Медицина","med","2004","7.7"
"Фінляндія","old","17","Освіта","edu","2004","7.6"
"Фінляндія","old","17","Пенсії","old","2004","3.5"
"Фінляндія","old","17","Соціальний захист","soc","2004","8"
"Фінляндія","old","17","Безпека і оборона","def","2005","2.8"
"Фінляндія","old","17","Відсотки за борг","deb","2005","1.7"
"Фінляндія","old","17","Всього","ttl","2005","44.8"
"Фінляндія","old","17","Державна служба","cle","2005","5.6"
"Фінляндія","old","17","Дороги і ЖКГ","hou","2005","2.2"
"Фінляндія","old","17","Медицина","med","2005","8"
"Фінляндія","old","17","Освіта","edu","2005","7.6"
"Фінляндія","old","17","Пенсії","old","2005","3.4"
"Фінляндія","old","17","Соціальний захист","soc","2005","8.1"
"Фінляндія","old","17","Безпека і оборона","def","2006","2.6"
"Фінляндія","old","17","Відсотки за борг","deb","2006","1.7"
"Фінляндія","old","17","Всього","ttl","2006","44.1"
"Фінляндія","old","17","Державна служба","cle","2006","5.4"
"Фінляндія","old","17","Дороги і ЖКГ","hou","2006","2.2"
"Фінляндія","old","17","Медицина","med","2006","8.2"
"Фінляндія","old","17","Освіта","edu","2006","7.4"
"Фінляндія","old","17","Пенсії","old","2006","3.8"
"Фінляндія","old","17","Соціальний захист","soc","2006","7.4"
"Фінляндія","old","17","Безпека і оборона","def","2007","2.6"
"Фінляндія","old","17","Відсотки за борг","deb","2007","1.6"
"Фінляндія","old","17","Всього","ttl","2007","42.6"
"Фінляндія","old","17","Державна служба","cle","2007","5.2"
"Фінляндія","old","17","Дороги і ЖКГ","hou","2007","2.4"
"Фінляндія","old","17","Медицина","med","2007","8"
"Фінляндія","old","17","Освіта","edu","2007","7.1"
