year,country,item,option,val
2013,Hungary,Дороги і ЖКГ,hou,4.6
2013,Hungary,Медицина,med,6.4
2013,Hungary,Освіта,edu,5.4
2013,Hungary,Пенсії,old,1.1
2013,Hungary,Соціальний захист,soc,4.8
2013,Latvia,Безпека і оборона,def,2.9
2013,Latvia,Відсотки за борг,deb,1.7
2013,Latvia,Державна служба,cle,3.4
2013,Latvia,Дороги і ЖКГ,hou,4.7
2013,Latvia,Медицина,med,4.2
2013,Latvia,Освіта,edu,7.2
2013,Latvia,Пенсії,old,0.4
2013,Latvia,Соціальний захист,soc,2.1
2013,Lithuania,Безпека і оборона,def,2.7
2013,Lithuania,Відсотки за борг,deb,1.9
2013,Lithuania,Державна служба,cle,3.4
2013,Lithuania,Дороги і ЖКГ,hou,1.5
2013,Lithuania,Медицина,med,4.3
2013,Lithuania,Освіта,edu,5.6
2013,Lithuania,Пенсії,old,0.6
2013,Lithuania,Соціальний захист,soc,2.5
2013,Malta,Безпека і оборона,def,2
2013,Malta,Відсотки за борг,deb,2.9
2013,Malta,Державна служба,cle,4.1
2013,Malta,Дороги і ЖКГ,hou,1.2
2013,Malta,Медицина,med,5.7
2013,Malta,Освіта,edu,5.8
2013,Malta,Пенсії,old,8.2
2013,Malta,Соціальний захист,soc,5.6
2013,Poland,Безпека і оборона,def,4.1
2013,Poland,Відсотки за борг,deb,2.6
2013,Poland,Державна служба,cle,3.3
2013,Poland,Дороги і ЖКГ,hou,3.8
2013,Poland,Медицина,med,3.3
2013,Poland,Освіта,edu,7.7
2013,Poland,Пенсії,old,4.2
2013,Poland,Соціальний захист,soc,4.3
2013,Slovakia,Безпека і оборона,def,3.1
2013,Slovakia,Відсотки за борг,deb,2
2013,Slovakia,Державна служба,cle,5.9
2013,Slovakia,Дороги і ЖКГ,hou,4.5
2013,Slovakia,Медицина,med,1.9
2013,Slovakia,Освіта,edu,5.4
2013,Slovakia,Пенсії,old,2.1
2013,Slovakia,Соціальний захист,soc,4.8
2013,Slovenia,Безпека і оборона,def,2.9
2013,Slovenia,Відсотки за борг,deb,2.7
2013,Slovenia,Державна служба,cle,4.2
2013,Slovenia,Дороги і ЖКГ,hou,3.3
2013,Slovenia,Медицина,med,5
2013,Slovenia,Освіта,edu,8.5
2013,Slovenia,Пенсії,old,3.9
2013,Slovenia,Соціальний захист,soc,6
2013,Ukraine,Безпека і оборона,def,3.7
2013,Ukraine,Відсотки за борг,deb,2.3
2013,Ukraine,Державна служба,cle,2
2013,Ukraine,Дороги і ЖКГ,hou,1.7
2013,Ukraine,Медицина,med,4.2
2013,Ukraine,Освіта,edu,7.3
2013,Ukraine,Пенсії,old,6
2013,Ukraine,Соціальний захист,soc,4
2014,Cyprus,Безпека і оборона,def,3.1
2014,Cyprus,Відсотки за борг,deb,3.1
2014,Cyprus,Державна служба,cle,15.9
2014,Cyprus,Дороги і ЖКГ,hou,3.4
2014,Cyprus,Медицина,med,2.7
2014,Cyprus,Освіта,edu,5.8
2014,Cyprus,Пенсії,old,0.6
2014,Cyprus,Соціальний захист,soc,2.8
2014,Czech Republic,Безпека і оборона,def,2.4
2014,Czech Republic,Відсотки за борг,deb,1.4
2014,Czech Republic,Державна служба,cle,3.7
2014,Czech Republic,Дороги і ЖКГ,hou,4.5
2014,Czech Republic,Медицина,med,4.6
2014,Czech Republic,Освіта,edu,7.2
2014,Czech Republic,Пенсії,old,8
2014,Czech Republic,Соціальний захист,soc,5.4
2014,Estonia,Безпека і оборона,def,3.7
2014,Estonia,Відсотки за борг,deb,0.3
2014,Estonia,Державна служба,cle,3.7
2014,Estonia,Дороги і ЖКГ,hou,3.6
2014,Estonia,Медицина,med,3.8
2014,Estonia,Освіта,edu,5.7
2014,Estonia,Пенсії,old,6.7
2014,Estonia,Соціальний захист,soc,4.2
2014,Latvia,Безпека і оборона,def,2.9
2014,Latvia,Відсотки за борг,deb,1.7
2014,Latvia,Державна служба,cle,3.4
2014,Latvia,Дороги і ЖКГ,hou,4.3
2014,Latvia,Медицина,med,4.4
2014,Latvia,Освіта,edu,7.5
2014,Latvia,Пенсії,old,1.1
2014,Latvia,Соціальний захист,soc,2.2
2014,Lithuania,Безпека і оборона,def,2.8
2014,Lithuania,Відсотки за борг,deb,1.8
2014,Lithuania,Державна служба,cle,2.8
2014,Lithuania,Дороги і ЖКГ,hou,1.5
2014,Lithuania,Медицина,med,4.3
2014,Lithuania,Освіта,edu,5.4
2014,Lithuania,Пенсії,old,0.7
2014,Lithuania,Соціальний захист,soc,2.3
2014,Malta,Безпека і оборона,def,2.1
2014,Malta,Відсотки за борг,deb,2.9
2014,Malta,Державна служба,cle,4.2
2014,Malta,Дороги і ЖКГ,hou,1.9
2014,Malta,Медицина,med,6
2014,Malta,Освіта,edu,5.8
2014,Malta,Пенсії,old,8
2014,Malta,Соціальний захист,soc,5.7
2014,Poland,Безпека і оборона,def,3.9
2014,Poland,Відсотки за борг,deb,2
2014,Poland,Державна служба,cle,3.3
2014,Poland,Дороги і ЖКГ,hou,4.3
2014,Poland,Медицина,med,3.2
2014,Poland,Освіта,edu,7.7
2014,Poland,Пенсії,old,3.6
2014,Poland,Соціальний захист,soc,3.9
2014,Slovakia,Безпека і оборона,def,3.2
2014,Slovakia,Відсотки за борг,deb,2.1
2014,Slovakia,Державна служба,cle,6.1
2014,Slovakia,Дороги і ЖКГ,hou,4.6
2014,Slovakia,Медицина,med,1.9
2014,Slovakia,Освіта,edu,5.7
2014,Slovakia,Пенсії,old,2.2
2014,Slovakia,Соціальний захист,soc,4.5
2014,Slovenia,Безпека і оборона,def,2.5
2014,Slovenia,Відсотки за борг,deb,3.4
2014,Slovenia,Державна служба,cle,4.2
2014,Slovenia,Дороги і ЖКГ,hou,3.5
2014,Slovenia,Медицина,med,4.6
2014,Slovenia,Освіта,edu,7.7
2014,Slovenia,Пенсії,old,3.8
2014,Slovenia,Соціальний захист,soc,5.7
2014,Ukraine,Безпека і оборона,def,4.6
2014,Ukraine,Відсотки за борг,deb,3.2
2014,Ukraine,Державна служба,cle,1.7
2014,Ukraine,Дороги і ЖКГ,hou,2.3
2014,Ukraine,Медицина,med,3.6
2014,Ukraine,Освіта,edu,6.4
2014,Ukraine,Пенсії,old,5.1
2014,Ukraine,Соціальний захист,soc,3.7
2015,Ukraine,Безпека і оборона,def,5.7
2015,Ukraine,Відсотки за борг,deb,4.9
2015,Ukraine,Державна служба,cle,1.8
2015,Ukraine,Дороги і ЖКГ,hou,2.6
2015,Ukraine,Медицина,med,3.8
2015,Ukraine,Освіта,edu,6.2
2015,Ukraine,Пенсії,old,4.5
2015,Ukraine,Соціальний захист,soc,4.3
2016,Ukraine,Безпека і оборона,def,5.2
2016,Ukraine,Відсотки за борг,deb,4.4
2016,Ukraine,Державна служба,cle,1.7
2016,Ukraine,Дороги і ЖКГ,hou,1.4
2016,Ukraine,Медицина,med,2.2
2016,Ukraine,Освіта,edu,4.4
2016,Ukraine,Пенсії,old,6.6
2016,Ukraine,Соціальний захист,soc,3.3
