"id","payer_edrpou","date","payer_name","payer_full_name","payer_head","payer_activity","payer_region","payer_region_code","payer_mfo","payer_bank","recipt_edrpou","recipt_name","spd_id","spd_label","mistrust","recipt_mfo","recipt_bank","payment_details","amount","spd_total","dp_total"
"21269654","03187714","42506","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-645,00; Без ПДВ.Опл за печінку згідно рах.№СФ-0000143 від 10.05.16,накл.РН-5-100004 від 10.05.16 та угоди №147 від 25.04.2016.","645","67109.96","67109.96"
"21269368","03187714","42506","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-54,00; Без .ПДВ.Опл за крохмаль згідно рах.№СФ-0000149 від 10.05.16,накл.РН-5-100010 від 10.05.16 та угоди №145 від 25.04.2016.","54","67109.96","67109.96"
"21251832","03187714","42506","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-720,00; Без ПДВ.Опл за яблука згідно рах.№СФ-0000153 від 10.05.16,накл.РН-5-100014 від 10.05.16 та угоди №153 від 25.04.2016.","720","67109.96","67109.96"
"21269791","03187714","42506","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-365,00; Без ПДВ.Опл за гриби згідно рах.№СФ-0000150 від 10.05.16,накл.РН-5-100011 від 10.05.16 та угоди №144 від 25.04.2016.","365","67109.96","67109.96"
"21277831","03187714","42506","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-900,00; Без ПДВ.Опл за мед згідно рах.№СФ-0000146від 10.05.16,накл.РН-5-100007 від 10.05.16 та угоди №143 від 25.04.2016.","900","67109.96","67109.96"
"21276517","03187714","42506","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-768,60; Без ПДВ.Опл.за оселедець згідно рах.№СФ-00000142від 10.05.16,накл.РН-5-100003 від 10.05.16 та угоди №155 від 25.04.2016.","768.6","67109.96","67109.96"
"21279982","03187714","42506","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-1220,00; Без ПДВ..Опл за сухофрукти згідно рах.№СФ-0000138 від 10.05.16,накл.РН-5-060007 від 10.05.16 та угоди №154 від 25.04.2016.","1220","67109.96","67109.96"
"21271364","03187714","42506","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-410,40; Без ПДВ.Опл за сало згідно рах.№СФ-0000140 від 10.05.16,накл.РН-5-100001від 10.05.16 та угоди №150 від 25.04.2016.","410.4","67109.96","67109.96"
"21272070","03187714","42506","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-198,00; Без ПДВ.Опл за часник згідно рах.№СФ-0000152 від 10.05.16,накл.РН-5-100013 від 10.05.16 та угоди №140 від 25.04.2016.","198","67109.96","67109.96"
"21281458","03187714","42506","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-1500,00; Без.ПДВ.Опл за цибулю згідно рах.№СФ-0000141 від 10.05.16,накл.РН-5-100002від 10.05.16 та угоди №142 від 25.04.2016.","1500","67109.96","67109.96"
"21278418","03187714","42506","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-1992,00; Без ПДВ.Опл за овочі квашені згідно рах.№СФ-0000145 від 10.05.16,накл.РН-5-100006 від 10.05.16 та угоди №156 від 25.04.2016.","1992","67109.96","67109.96"
"21278805","03187714","42506","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-181,56; Без ПДВ.Опл за капусту пекінську згідно рах.№СФ-0000147 від 10.05.16,накл.РН-5-100008 від 10.05.16 та угоди №139 від 25.04.2016.","181.56","67109.96","67109.96"
"21648645","03187714","42509","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-375,00; Без.ПДВ.Опл за редиску згідно рах.№СФ-0000157 від 11.05.16,накл.РН-5-100015 від 10.05.16 та угоди №141 від 25.04.2016.","375","67109.96","67109.96"
"21911509","03187714","42513","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-1245,00; Без ПДВ.Опл за овочі квашені згідно рах.№СФ-0000167 від 16.05.16,накл.РН-5-130003 від 16.05.16 та угоди №156 від 25.04.2016.","1245","67109.96","67109.96"
"21911973","03187714","42513","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-350,00; Без .ПДВ.Опл за огірки згідно рах.№СФ-0000166 від 16.05.16,накл.РН-5-130002 від 16.05.16 та угоди №138 від 25.04.2016.","350","67109.96","67109.96"
"21904773","03187714","42513","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-4080,00; Без ПДВ.Опл за ковбасні вироби згідно рах.№СФ-0000165 від 16.05.16,накл.РН-5-130001від 16.05.16 та угоди №146 від 25.04.2016.","4080","67109.96","67109.96"
"24433524","03187714","42542","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-1350,00; Без ПДВ..Опл за сухофрукти згідно рах.№СФ-0000207 від 15.06.16,накл.РН-6-150002 від 15.06.16 та угоди №154 від 25.04.2016.","1350","67109.96","67109.96"
"24417033","03187714","42542","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-280,00; Без ПДВ.Опл за гриби згідно рах.№СФ-0000198 від 10.06.16,накл.РН-6-100008 від 15.06.16 та угоди №144 від 25.04.2016.","280","67109.96","67109.96"
"24430462","03187714","42542","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-2433,90; Без ПДВ.Опл.за оселедець згідно рах.№СФ-00000203 від 15.06.16,накл.РН-6-100011 від 15.06.16 та угоди №155 від 25.04.2016.","2433.9","67109.96","67109.96"
"24422236","03187714","42542","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-600,00; Без .ПДВ.Опл за огірки згідно рах.№СФ-0000197 від 15.06.16,накл.РН-6-100007 від 15.06.16 та угоди №138 від 25.04.2016.","600","67109.96","67109.96"
"24426051","03187714","42542","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-960,00; Без ПДВ.Опл за маргарин згідно рах.№СФ-0000205від 15.06.16,накл.РН-6-100013 від 15.06.16 та угоди №148 від 25.04.2016.","960","67109.96","67109.96"
"24426763","03187714","42542","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-1075,00; Без.ПДВ.Опл за цибулю згідно рах.№СФ-0000211 від 15.06.16,накл.РН-6-100009від 15.06.16 та угоди №142 від 25.04.2016.","1075","67109.96","67109.96"
"24422333","03187714","42542","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-155,40; Без ПДВ.Опл за дріжджі згідно рах.№СФ-0000206 від 15.06.16,накл.РН-6-150001 від 15.06.16 та угоди №149 від 25.04.2016.","155.4","67109.96","67109.96"
"24422345","03187714","42542","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-720,00; Без ПДВ.Опл за яблука згідно рах.№СФ-0000208 від 15.06.16,накл.РН-6-150003 від 15.06.16 та угоди №153 від 25.04.2016.","720","67109.96","67109.96"
"24424802","03187714","42542","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-900,00; Без ПДВ.Опл за печінку згідно рах.№СФ-0000204 від 15.06.16,накл.РН-6-100012 від 15.06.16 та угоди №147 від 25.04.2016.","900","67109.96","67109.96"
"24420746","03187714","42542","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-1500,00; Без ПДВ.Опл за помідори згідно рах.№СФ-0000209 від 15.06.16,накл.РН-6-150004 від 15.06.16 та угоди №151 від 25.04.2016.","1500","67109.96","67109.96"
"24417328","03187714","42542","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-2250,00; Без ПДВ.Опл за мед згідно рах.№СФ-0000202від 15.06.16,накл.РН-6-100010 від 15.06.16 та угоди №143 від 25.04.2016.","2250","67109.96","67109.96"
"27953778","03187714","42580","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-5070,00; Без ПДВ.Опл за печінку згідно рах.№СФ-0000253 від 25.07.16,накл.РН-7-250003 від 25.07.16 та угоди №147 від 25.04.2016.","5070","67109.96","67109.96"
"27928904","03187714","42580","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-2220,00; Без ПДВ.Опл за помідори згідно рах.№СФ-0000251 від 25.07.16,накл.РН-7-250001 від 25.07.16 та угоди №151 від 25.04.2016.","2220","67109.96","67109.96"
"27934538","03187714","42580","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-75,00; Без.ПДВ.Опл за абрикоси згідно рах.№СФ-0000252 від 25.07.16,накл.РН-7-250002 від 25.07.16 та угоди №152 від 25.04.2016.","75","67109.96","67109.96"
"27931518","03187714","42580","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-7560,00; Без ПДВ.Опл за яблука згідно рах.№СФ-0000254 від 25.07.16,накл.РН-7-250004 від 25.07.16 та угоди №153 від 25.04.2016.","7560","67109.96","67109.96"
"28098712","03187714","42585","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-675,00; Без.ПДВ.Опл за абрикоси згідно рах.№СФ-0000261 від 01.08.16,накл.РН-7-270005 від 01.08.16 та угоди №152 від 25.04.2016.","675","67109.96","67109.96"
"28097699","03187714","42585","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-10,00; Без ПДВ.Опл за печінку згідно рах.№СФ-0000262 від 01.08.16,накл.РН-7-270006 від 01.08.16 та угоди №147 від 25.04.2016.","10","67109.96","67109.96"
"31325697","03187714","42628","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-2980,00; Без ПДВ..Опл за сухофрукти згідно рах.№СФ-0000330 від 12.09.16,накл.РН-9-120012 від 12.09.16 та угоди №154 від 25.04.2016.","2980","67109.96","67109.96"
"31328868","03187714","42628","Львівське КЕПЗПП","ЛЬВІВСЬКЕ КАЗЕННЕ ЕКСПЕРИМЕНТАЛЬНЕ ПІДПРИЄМСТВО ЗАСОБІВ ПЕРЕСУВАННЯ І ПРОТЕЗУВАННЯ","МІНІСТЕРСТВО СОЦІАЛЬНОЇ ПОЛІТИКИ УКРАЇНИ","Виробництво велосипедів, дитячих та інвалідних колясок","Львівська","UA-46","820172","ДКСУ","xxxxxxxxxx","ФОП Бойко Н.Н.","Бойко-380805","Бойко","none","380805","АППБ ""АВАЛЬ"" ","2507030;2610-402,00; Без ПДВ.Опл за часник згідно рах.№СФ-0000325 від 12.09.16,накл.РН-9-120007від 12.09.16 та угоди №140 від 25.04.2016.","402","67109.96","67109.96"
